AnimalName,animalclass,animalbreed,animalcolour,animalgender,animaldesexed,suburb_name
Chica,Standard - Both desexed & microchipped,Chihuahua,Tan,F,Y,NORTH HAVEN
Jock,Standard - Pension,Staffordshire Bull Terrier,Brindle,M,Y,NORTH HAVEN
Lola,Standard - Both desexed & microchipped,Shar Pei,Black,F,Y,NORTH HAVEN
Ollie,Standard - Both desexed & microchipped,Poodle (Toy),Sable,M,Y,NORTH HAVEN
Ella,Non-Standard - Not desexed/microchipped,Poodle (Toy),Apricot,F,Y,NORTH HAVEN
Bosley,Standard - Concession,Staffordshire Bull Terrier,Brindle,M,Y,NORTH HAVEN
Mickey,Standard - Both desexed & microchipped,Rottweiler,Black,F,Y,NORTH HAVEN
Cleo,Non-Standard - Pension,Australian Cattle Dog,Grey,F,N,NORTH HAVEN
Roxy,Non-Standard - Pension,Australian Cattle Dog,Grey,F,N,NORTH HAVEN
Astro,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brindle,M,Y,NORTH HAVEN
Molly,Standard - Pension,Maltese,White,F,Y,NORTH HAVEN
Toby,Standard - Both desexed & microchipped,Poodle (Toy),Brown,M,Y,NORTH HAVEN
Millie,Standard - Pension,Poodle (Toy),Black,F,Y,NORTH HAVEN
Missy,Standard - Both desexed & microchipped,Poodle (Toy),White,F,Y,NORTH HAVEN
Taz,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Black,M,Y,NORTH HAVEN
Hamish,Standard - Both desexed & microchipped,Poodle (Toy),Black,M,Y,NORTH HAVEN
Molly,Standard - Both desexed & microchipped,Australian Silky Terrier,Black,F,Y,NORTH HAVEN
Peppa,Standard - Both desexed & microchipped,Poodle (Toy),Black,F,Y,NORTH HAVEN
Kujo,Non-Standard - Not desexed/microchipped,Labrador Retriever,White,M,N,NORTH HAVEN
Charli,Standard - Both desexed & microchipped,Labrador Retriever,Black,F,Y,NORTH HAVEN
Henry,Standard - Pension,Poodle (Toy),Cream,M,Y,NORTH HAVEN
Golly,Standard - Both desexed & microchipped,Shih Tzu,Black,F,Y,NORTH HAVEN
Blade,Standard - Both desexed & microchipped,American Staffordshire Terrier,Tri Colour,M,Y,NORTH HAVEN
Chief,Non-Standard - Not desexed/microchipped,Great Dane,Fawn,M,Y,NORTH HAVEN
Harvey,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Tan,M,Y,NORTH HAVEN
Stella,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Tan,F,Y,NORTH HAVEN
Clifford,Standard - Both desexed & microchipped,Shih Tzu,Tan,M,Y,NORTH HAVEN
Gypsy,Standard - Both desexed & microchipped,Golden Retriever,Gold,F,Y,NORTH HAVEN
Jay,Standard - Both desexed & microchipped,Golden Retriever,Gold,M,Y,NORTH HAVEN
Summer,Non-Standard - Not desexed/microchipped,Golden Retriever,Gold,F,N,NORTH HAVEN
Bo Bo,Non-Standard - Not desexed/microchipped,Border Collie,Black,M,N,NORTH HAVEN
Charlie,Standard - Both desexed & microchipped,Cairn Terrier,Wheaten,F,Y,NORTH HAVEN
Molly,Standard - Both desexed & microchipped,Beagle,Tri Colour,F,Y,NORTH HAVEN
Rossco,Standard - Both desexed & microchipped,Beagle,Tri Colour,M,Y,NORTH HAVEN
Skyla,Non-Standard - Not desexed/microchipped,Border Collie,Black,F,Y,NORTH HAVEN
Klunkers,Standard - Both desexed & microchipped,Labrador Retriever,Gold,M,Y,NORTH HAVEN
Woof,Standard - Both desexed & microchipped,Labrador Retriever,Black,M,Y,NORTH HAVEN
Bella,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,NORTH HAVEN
Daisy,Standard - Concession,Terrier,Black,F,Y,NORTH HAVEN
Nellie,Non-Standard - Concession,West Highland White Terrier,White,F,Y,NORTH HAVEN
Rosie,Non-Standard - Concession,Terrier,Black,F,Y,NORTH HAVEN
Ebony,Standard - Concession,Australian Silky Terrier,Black,F,Y,NORTH HAVEN
Sammie,Non-Standard - Not desexed/microchipped,Belgian Shepherd Dog (Malinois),White,F,N,NORTH HAVEN
Alyx,Standard - Both desexed & microchipped,Australian Shepherd,Tri Colour,F,Y,NORTH HAVEN
Blaze,Standard - Both desexed & microchipped,German Coolie,Blue,M,Y,NORTH HAVEN
Bodie,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Tan,M,Y,NORTH HAVEN
Poppy,Standard - Both desexed & microchipped,Poodle (Miniature),Black,F,Y,NORTH HAVEN
Fudge,Standard - Both desexed & microchipped,Pomeranian,Tan,F,Y,NORTH HAVEN
Daisy,Non-Standard - Pension,Tenterfield Terrier,Tan,F,Y,NORTH HAVEN
Maggie,Standard - Both desexed & microchipped,Chihuahua,Black,F,Y,NORTH HAVEN
Luna,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brindle,F,Y,NORTH HAVEN
Blaze,Standard - Both desexed & microchipped,Australian Cattle Dog,Black,M,Y,NORTH HAVEN
Bear,Standard - Both desexed & microchipped,German Shepherd Dog,Tan,M,Y,NORTH HAVEN
Bella,Standard - Both desexed & microchipped,Poodle (Toy),Red,F,Y,NORTH HAVEN
Poppy,Standard - Both desexed & microchipped,Jack Russell Terrier,White,F,Y,NORTH HAVEN
Ruby,Standard - Pension,Staffordshire Bull Terrier,Brindle,F,Y,NORTH HAVEN
Mishka,Standard - Both desexed & microchipped,Poodle (Toy),Brown,F,Y,NORTH HAVEN
Liam,Standard - Both desexed & microchipped,Australian Cattle Dog,White,M,Y,NORTH HAVEN
Sophie,Standard - Pension,Poodle (Toy),White,F,Y,NORTH HAVEN
Marlee,Standard - Both desexed & microchipped,Maltese,Caramel,F,Y,NORTH HAVEN
Rosie,Non-Standard - Not desexed/microchipped,Cocker Spaniel,Black,F,N,NORTH HAVEN
Jasmin Hennig,Standard - Both desexed & microchipped,Maltese,Fawn,F,Y,NORTH HAVEN
Daisy May,Standard - Concession,Maltese,White,F,Y,NORTH HAVEN
Rosie,Standard - Both desexed & microchipped,Bullmastiff,Red,F,Y,NORTH HAVEN
Sadie,Standard - Both desexed & microchipped,Schnauzer,Grey,F,Y,NORTH HAVEN
Junior,Standard - Both desexed & microchipped,Labrador Retriever,Black,M,Y,NORTH HAVEN
Monty,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brindle,M,Y,NORTH HAVEN
Morgan,Standard - Both desexed & microchipped,Labrador Retriever,Gold,M,Y,NORTH HAVEN
Duffman,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brown,M,Y,NORTH HAVEN
Roxy,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brown,F,Y,NORTH HAVEN
Bonnie Bliss,Standard - Both desexed & microchipped,Australian Shepherd,Blue,F,Y,NORTH HAVEN
Ruby-Rox,Standard - Both desexed & microchipped,Labrador Retriever,Chocolate,F,Y,NORTH HAVEN
Honey,Standard - Pension,Poodle (Miniature),Chocolate,F,Y,NORTH HAVEN
Max,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Tan,M,N,NORTH HAVEN
Chloe Bennett,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,NORTH HAVEN
Nyah,Standard - Both desexed & microchipped,Rottweiler,Black,F,Y,NORTH HAVEN
Mischa,Standard - Both desexed & microchipped,Maltese,Black,F,Y,NORTH HAVEN
Jasper,Non-Standard - Not desexed/microchipped,Poodle (Toy),Black,M,N,NORTH HAVEN
Mia,Standard - Both desexed & microchipped,Siberian Husky,White,F,Y,NORTH HAVEN
Rupert,Standard - Both desexed & microchipped,Tenterfield Terrier,Black,M,Y,NORTH HAVEN
ollie,Standard - Both desexed & microchipped,Jack Russell Terrier,Tan,M,Y,NORTH HAVEN
Oscar,Standard - Both desexed & microchipped,Poodle (Toy),Black,M,Y,NORTH HAVEN
Jimy Jock,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Black,M,Y,NORTH HAVEN
Miley,Standard - Both desexed & microchipped,French Bulldog,Blonde,F,Y,NORTH HAVEN
Honey,Non-Standard - Concession,Maltese,White,F,N,NORTH HAVEN
Chiko,Standard - Concession,American Staffordshire Terrier,White,M,Y,NORTH HAVEN
Tialo,Standard - Concession,Jack Russell Terrier,White,M,Y,NORTH HAVEN
Bailey,Non-Standard - Not desexed/microchipped,Dachshund (Miniature),Red,F,N,NORTH HAVEN
Dash,Standard - Both desexed & microchipped,Dachshund (Miniature),Black,M,Y,NORTH HAVEN
Riley,Standard - Both desexed & microchipped,German Pinscher,Black,F,Y,NORTH HAVEN
Finn,Standard - Both desexed & microchipped,German Pinscher,Black,M,Y,NORTH HAVEN
Bella,Standard - Both desexed & microchipped,Maltese,White,F,Y,NORTH HAVEN
Ben,Standard - Both desexed & microchipped,British Bulldog,Roan,M,Y,NORTH HAVEN
Suzie,Non-Standard - Pension,Jack Russell Terrier,White,F,Y,NORTH HAVEN
Mahli,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,NORTH HAVEN
Harvey,Non-Standard - Not desexed/microchipped,Australian Shepherd,Black,M,Y,NORTH HAVEN
Layla,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,NORTH HAVEN
Wanda,Standard - Both desexed & microchipped,Greyhound,Black,F,Y,NORTH HAVEN
Alice,Standard - Both desexed & microchipped,Greyhound,Black,F,Y,NORTH HAVEN
Emmy,Standard - Both desexed & microchipped,Beagle,Tri Colour,F,Y,NORTH HAVEN
Chobe,Non-Standard - Not desexed/microchipped,Rhodesian Ridgeback,Wheaten,M,N,NORTH HAVEN
Thombi,Standard - Both desexed & microchipped,Australian Kelpie,Tan,F,Y,NORTH HAVEN
Zimba,Standard - Both desexed & microchipped,Rhodesian Ridgeback,Red,F,Y,NORTH HAVEN
Monty,Standard - Both desexed & microchipped,Labrador Retriever,Chocolate,M,Y,NORTH HAVEN
Georgie,Standard - Both desexed & microchipped,Poodle (Toy),Gold,F,Y,NORTH HAVEN
Mollie,Standard - Both desexed & microchipped,Pug,Fawn,F,Y,NORTH HAVEN
Doug,Standard - Both desexed & microchipped,Pug,Fawn,M,Y,NORTH HAVEN
Frank,Non-Standard - Not desexed/microchipped,Shih Tzu,Black,M,N,NORTH HAVEN
Lucky,Standard - Both desexed & microchipped,Labrador Retriever,Gold,M,Y,NORTH HAVEN
Annie,Non-Standard - Pension,Poodle (Toy),White,F,Y,NORTH HAVEN
Missy,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,NORTH HAVEN
Stewart,Standard - Both desexed & microchipped,West Highland White Terrier,White,M,Y,NORTH HAVEN
Rosco,AWL/RSPCA 1st Free,Border Terrier,White,M,Y,NORTH HAVEN
Leah,Non-Standard - Not desexed/microchipped,Golden Retriever,Blonde,F,N,NORTH HAVEN
Charlie,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Tan,F,N,NORTH HAVEN
Jaffa,Standard - Both desexed & microchipped,Sarplaninac,Brown,F,Y,NORTH HAVEN
Zinc,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,White,F,Y,NORTH HAVEN
Sheila,Non-Standard - Not desexed/microchipped,Chihuahua,Tri Colour,F,N,NORTH HAVEN
Harry,Standard - Concession,Maltese,Black,M,Y,NORTH HAVEN
Stella,Non-Standard - Concession,Scottish Terrier,Black,F,N,NORTH HAVEN
Cuddles,Standard - Pension,Maltese,White,F,Y,NORTH HAVEN
Koda,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Blue,M,N,NORTH HAVEN
Ruby,Standard - Both desexed & microchipped,Tenterfield Terrier,White,F,Y,NORTH HAVEN
Lola,Standard - Both desexed & microchipped,French Bulldog,Unknown,F,Y,NORTH HAVEN
Bo Wyrely-Birch Crisell,Standard - Both desexed & microchipped,Jack Russell Terrier,Tri Colour,F,Y,NORTH HAVEN
Fudge,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,Brown,M,Y,NORTH HAVEN
Casper,Standard - Pension,Chihuahua,Sandy,M,Y,NORTH HAVEN
Max,Standard - Pension,Maltese,White,M,Y,NORTH HAVEN
Chloe,Standard - Both desexed & microchipped,Maltese,White,F,Y,NORTH HAVEN
Monty,Standard - Both desexed & microchipped,Beagle,Tri Colour,M,Y,NORTH HAVEN
Leonardo,Non-Standard - Not desexed/microchipped,Bullmastiff,Fawn,M,N,NORTH HAVEN
Cybele,Non-Standard - Not desexed/microchipped,Bullmastiff,Red,F,N,NORTH HAVEN
Shadow,Non-Standard - Not desexed/microchipped,Labrador Retriever,Black,M,N,NORTH HAVEN
Bella,Non-Standard - Not desexed/microchipped,Labrador Retriever,Black,F,Y,NORTH HAVEN
Scotch,Standard - Both desexed & microchipped,Italian Greyhound,Fawn,F,Y,NORTH HAVEN
Mandy,Standard - Both desexed & microchipped,American Staffordshire Terrier,Tan,F,Y,NORTH HAVEN
Scooby,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,Tan,M,Y,NORTH HAVEN
Mya,Standard - Both desexed & microchipped,Labrador Retriever,Chocolate,F,Y,NORTH HAVEN
Scout,Standard - Both desexed & microchipped,Golden Retriever,Gold,M,Y,NORTH HAVEN
coco,Standard - Both desexed & microchipped,Poodle (Toy),White,F,Y,NORTH HAVEN
Milly,Standard - Both desexed & microchipped,Maltese,White,F,Y,NORTH HAVEN
Maisie,Standard - Pension,Tenterfield Terrier,Tri Colour,F,Y,NORTH HAVEN
Rusty,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brindle,M,Y,NORTH HAVEN
Mex,Standard - Both desexed & microchipped,Australian Kelpie,Black,M,Y,NORTH HAVEN
Miley,Standard - Both desexed & microchipped,Maltese,White,F,Y,NORTH HAVEN
Kobe,Non-Standard - Not desexed/microchipped,Border Collie,Chocolate,M,N,NORTH HAVEN
Angel,Standard - Pension,Terrier,White,F,Y,NORTH HAVEN
Poncho,Standard - Both desexed & microchipped,American Staffordshire Terrier,Black,M,Y,NORTH HAVEN
Casey,Standard - Both desexed & microchipped,German Shepherd Dog,Black,F,Y,NORTH HAVEN
Daisy,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brindle,F,Y,NORTH HAVEN
Akirra,Standard - Both desexed & microchipped,Alaskan Malamute,Wolf Grey,F,Y,NORTH HAVEN
Jesse,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brindle,F,Y,NORTH HAVEN
Cousteau Herbert,Standard - Both desexed & microchipped,Australian Kelpie,Black,F,Y,NORTH HAVEN
Fluffy,Non-Standard - Pension,Pomeranian,Brown,F,Y,NORTH HAVEN
Phatty,Standard - Pension,Staffordshire Bull Terrier,Brindle,F,Y,NORTH HAVEN
Danny Boy,Non-Standard - Not desexed/microchipped,Hungarian Vizsla,Russett,M,N,NORTH HAVEN
Jasper,Non-Standard - Pension,Maltese,Black,M,Y,NORTH HAVEN
Honey,Non-Standard - Pension,Jack Russell Terrier,Brown,F,N,NORTH HAVEN
brutus,Non-Standard - Not desexed/microchipped,Labrador Retriever,Black,M,Y,NORTH HAVEN
Mars,Standard - Both desexed & microchipped,Alaskan Malamute,Wolf Grey,M,Y,NORTH HAVEN
Holly,Standard - Pension,Pomeranian,White,F,Y,NORTH HAVEN
Pippa,Standard - Pension,Cavalier King Charles Spaniel,Blenheim,F,Y,NORTH HAVEN
Stella,Standard - Both desexed & microchipped,Maltese,White,F,Y,NORTH HAVEN
Molly,Standard - Both desexed & microchipped,Maltese,Black,F,Y,NORTH HAVEN
Roxy,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,NORTH HAVEN
Bonni,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,NORTH HAVEN
Jock,Non-Standard - Not desexed/microchipped,German Shepherd Dog,Black,M,N,NORTH HAVEN
Buddha,Standard - Both desexed & microchipped,Maltese,Black,M,Y,NORTH HAVEN
Gemma,Standard - Pension,Poodle (Miniature),White,F,Y,NORTH HAVEN
Molly,Standard - Both desexed & microchipped,Shih Tzu,Tri Colour,F,Y,NORTH HAVEN
Rocky,Standard - Both desexed & microchipped,Pomeranian,Gold,M,Y,NORTH HAVEN
Murphy,Standard - Both desexed & microchipped,Labrador Retriever,Gold,M,Y,NORTH HAVEN
Jeese,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Dark Brindle,F,N,NORTH HAVEN
Ruby,Standard - Both desexed & microchipped,German Coolie,Blue,F,Y,NORTH HAVEN
Casper,Standard - Both desexed & microchipped,Samoyed,White,M,Y,NORTH HAVEN
Jessie,Standard - Both desexed & microchipped,Australian Kelpie,Brown,F,Y,NORTH HAVEN
Indie,Standard - Both desexed & microchipped,Poodle (Toy),Black,F,Y,NORTH HAVEN
Murphy,Non-Standard - Not desexed/microchipped,Jack Russell Terrier,Tan,M,Y,NORTH HAVEN
Molly,Standard - Both desexed & microchipped,Poodle (Toy),Tan,F,Y,NORTH HAVEN
Buster,Non-Standard - Not desexed/microchipped,American Staffordshire Terrier,Chocolate,M,N,NORTH HAVEN
Millie,Standard - Both desexed & microchipped,Chihuahua,Tan,F,Y,NORTH HAVEN
Scooter,Standard - Both desexed & microchipped,Poodle (Toy),Chocolate,F,Y,NORTH HAVEN
Larry,Standard - Both desexed & microchipped,Schnauzer,Black,M,Y,NORTH HAVEN
Nibbler,Standard - Both desexed & microchipped,German Shepherd Dog,Black,M,Y,NORTH HAVEN
Toby,Non-Standard - Not desexed/microchipped,Border Collie,Black,M,Y,NORTH HAVEN
Roxy Bling,Standard - Both desexed & microchipped,Chihuahua,Black,F,Y,NORTH HAVEN
Tessa,Non-Standard - Pension,Maltese,White,F,N,NORTH HAVEN
Sophia,Non-Standard - Pension,Maltese,White,F,N,NORTH HAVEN
Lachy,Standard - Both desexed & microchipped,West Highland White Terrier,White,M,Y,NORTH HAVEN
Roly,Standard - Pension,Maltese,Black,M,Y,NORTH HAVEN
Mallee,Standard - Both desexed & microchipped,Border Collie,Honey,M,Y,NORTH HAVEN
Mason,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Black,M,Y,NORTH HAVEN
Murphy,Standard - Both desexed & microchipped,Kerry Blue Terrier,Black,M,Y,NORTH HAVEN
Jake,Standard - Both desexed & microchipped,Poodle (Miniature),Apricot,M,Y,NORTH HAVEN
Peppa,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,NORTH HAVEN
Bandit,Non-Standard - Not desexed/microchipped,Border Collie,Black,M,Y,NORTH HAVEN
Buddy,Non-Standard - Not desexed/microchipped,Pomeranian,Gold,M,Y,NORTH HAVEN
Patch,Standard - Both desexed & microchipped,Jack Russell Terrier,White,F,Y,NORTH HAVEN
Jack Schaffer,Non-Standard - Concession,Australian Kelpie,Black,M,N,NORTH HAVEN
Millie,Standard - Pension,Staffordshire Bull Terrier,Brindle,F,Y,NORTH HAVEN
Ally,Standard - Concession,Poodle (Toy),Black,F,Y,NORTH HAVEN
Kody,Non-Standard - Pension,Labrador Retriever,Gold,M,N,NORTH HAVEN
Cooper,Non-Standard - Not desexed/microchipped,Labrador Retriever,Gold,M,N,NORTH HAVEN
Ivy,Non-Standard - Not desexed/microchipped,Labrador Retriever,Chocolate,F,Y,NORTH HAVEN
Astro,Standard - Both desexed & microchipped,Dobermann,Black,M,Y,NORTH HAVEN
Muscles,Standard - Concession,American Staffordshire Terrier,White,M,Y,NORTH HAVEN
Finklestein,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Blue,M,Y,NORTH HAVEN
Ruffy,Standard - Both desexed & microchipped,Tenterfield Terrier,Tan,M,Y,NORTH HAVEN
Hunter,Standard - Both desexed & microchipped,Tenterfield Terrier,Tri Colour,M,Y,NORTH HAVEN
Jack,Standard - Both desexed & microchipped,Labrador Retriever,Black,M,Y,NORTH HAVEN
Jasper,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Blue,M,Y,NORTH HAVEN
Toby,Non-Standard - Pension,Tenterfield Terrier,Black,M,N,NORTH HAVEN
Toby,Non-Standard - Pension,Tenterfield Terrier,Black,M,N,NORTH HAVEN
Rocky,Standard - Both desexed & microchipped,Jack Russell Terrier,Fawn,M,Y,NORTH HAVEN
Angus,Standard - Both desexed & microchipped,Bullmastiff,Brindle,M,Y,NORTH HAVEN
Flokey,Standard - Both desexed & microchipped,Australian Cattle Dog,Blue,M,Y,NORTH HAVEN
Reina,Standard - Both desexed & microchipped,Jack Russell Terrier,White,F,Y,NORTH HAVEN
Manson,Standard - Pension,German Shepherd Dog,Black,F,Y,NORTH HAVEN
Cooper,Non-Standard - Not desexed/microchipped,Labrador Retriever,Black,M,Y,NORTH HAVEN
Frankie,Standard - Pension,Poodle (Toy),Apricot,F,Y,NORTH HAVEN
Bella,Standard - Both desexed & microchipped,Spaniel,Tan,F,Y,NORTH HAVEN
Pepper Nenke,Non-Standard - Not desexed/microchipped,Rottweiler,Black,F,N,NORTH HAVEN
Shadow,Non-Standard - Not desexed/microchipped,Border Collie,Black,M,Y,NORTH HAVEN
Zeus,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Tan,M,Y,NORTH HAVEN
Oliver,Non-Standard - Not desexed/microchipped,Beagle,Tri Colour,M,Y,NORTH HAVEN
Miley Smith,Standard - Both desexed & microchipped,Poodle (Toy),Blenheim,F,Y,NORTH HAVEN
Nina,Standard - Pension,German Shepherd Dog,Black,F,Y,NORTH HAVEN
Jackson,Standard - Pension,German Shepherd Dog,White,M,Y,NORTH HAVEN
Harley,Standard - Both desexed & microchipped,Beagle,Black,F,Y,NORTH HAVEN
Maximus,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Dark Brindle,M,N,NORTH HAVEN
Koschi,Standard - Both desexed & microchipped,American Staffordshire Terrier,Brindle,M,Y,NORTH HAVEN
Molly,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brindle,F,Y,NORTH HAVEN
Bella,Standard - Both desexed & microchipped,Maltese,Black,F,Y,NORTH HAVEN
Monique,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Brindle,F,N,NORTH HAVEN
Zara,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Blue,F,N,NORTH HAVEN
Misty,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,NORTH HAVEN
Zoe,Standard - Pension,Staffordshire Bull Terrier,Tan,F,Y,NORTH HAVEN
Nala,Non-Standard - Not desexed/microchipped,German Shepherd Dog,Black,F,N,NORTH HAVEN
Sam,Standard - Both desexed & microchipped,German Shepherd Dog,Tan,F,Y,NORTH HAVEN
Pip,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brindle,F,Y,NORTH HAVEN
Gracie,Standard - Both desexed & microchipped,Maltese,Tan,F,Y,NORTH HAVEN
Quinn,Standard - Both desexed & microchipped,Border Collie,Honey,F,Y,NORTH HAVEN
Chief,Standard - Both desexed & microchipped,Schnauzer (Miniature),Salt,M,Y,NORTH HAVEN
Max,Standard - Both desexed & microchipped,Border Collie,Tan,M,Y,NORTH HAVEN
Lili,Standard - Both desexed & microchipped,Pointer,Liver,F,Y,NORTH HAVEN
Billy,Standard - Both desexed & microchipped,Greyhound,Black,M,Y,NORTH HAVEN
Cess,Non-Standard - Pension,Australian Cattle Dog,White,F,N,NORTH HAVEN
sasha,Non-Standard - Pension,Australian Cattle Dog,Black,F,N,NORTH HAVEN
Shadow,Non-Standard - Not desexed/microchipped,Curly Coated Retriever,Black,F,N,NORTH HAVEN
Jessi,Standard - Both desexed & microchipped,Jack Russell Terrier,White,F,Y,NORTH HAVEN
Rocki,Standard - Both desexed & microchipped,Poodle (Toy),Brown,M,Y,NORTH HAVEN
Stella,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,Black,F,Y,NORTH HAVEN
Shai,Standard - Both desexed & microchipped,Golden Retriever,Gold,F,Y,NORTH HAVEN
Archie,Standard - Both desexed & microchipped,Australian Kelpie,Brindle,M,Y,NORTH HAVEN
Sully,Standard - Both desexed & microchipped,Australian Kelpie,Brown,M,Y,NORTH HAVEN
Polly,Standard - Both desexed & microchipped,Beagle,Tri Colour,F,Y,NORTH HAVEN
